kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total,kp_kec_names
720324,Sindue Tombusabora,7203,Kabupaten Donggala,72,Sulawesi Tengah,4182,2309,6494,64,6558,SINDUE TOMBUSABORA
720325,Sindue Tobata,7203,Kabupaten Donggala,72,Sulawesi Tengah,3440,1806,5246,84,5330,SINDUE TOBATA
720327,Banawa Tengah,7203,Kabupaten Donggala,72,Sulawesi Tengah,3158,3611,6769,64,6823,BANAWA TENGAH
720330,Sojol Utara,7203,Kabupaten Donggala,72,Sulawesi Tengah,3678,1395,4919,80,5314,SOJOL UTARA
720331,Balaesang Tanjung,7203,Kabupaten Donggala,72,Sulawesi Tengah,4682,1800,6482,63,6545,BALAESANG TANJUNG
720401,Dampal Selatan,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,7133,5403,12537,147,12681,DAMPAL SELATAN
720402,Dampal Utara,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,4035,3723,7757,191,7949,DAMPAL UTARA
720403,Dondo,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,7192,5225,12017,465,12579,DONDO
720404,Basidondo,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,4281,1891,6172,56,6228,BASIDONDO
720405,Ogodeide,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,4496,2650,7146,94,7229,OGODEIDE
720406,Lampasio,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,5538,1951,7489,111,7636,LAMPASIO
720407,Baolan,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,15200,20069,34743,673,36025,BAOLAN
720408,Galang,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,9593,10839,20432,291,20775,GALANG
720409,Tolitoli Utara,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,6131,4515,10645,171,10813,TOLI-TOLI UTARA
720410,Dako Pemean,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah,2726,2761,5487,151,5594,DAKO PEMEAN
720501,Momunu,7205,Kabupaten Buol,72,Sulawesi Tengah,4716,4315,9031,145,9167,MOMUNU
720502,Lakea,7205,Kabupaten Buol,72,Sulawesi Tengah,2937,3250,6119,106,6295,LAKEA
720503,Bokat,7205,Kabupaten Buol,72,Sulawesi Tengah,4070,4494,8591,144,8730,BOKAT
720504,Bunobogu,7205,Kabupaten Buol,72,Sulawesi Tengah,2436,3353,5789,78,5864,BUNOBOGU
720505,Paleleh,7205,Kabupaten Buol,72,Sulawesi Tengah,3610,3964,7575,113,7733,PALELEH
720506,Biau,7205,Kabupaten Buol,72,Sulawesi Tengah,5721,9802,15515,165,15651,BIAU
720507,Tiloan,7205,Kabupaten Buol,72,Sulawesi Tengah,3588,1862,5450,81,5531,TILOAN
720508,Bukal,7205,Kabupaten Buol,72,Sulawesi Tengah,5405,2868,8273,139,8408,BUKAL
720509,Gadung,7205,Kabupaten Buol,72,Sulawesi Tengah,3394,3806,7100,142,7236,GADUNG
720510,Karamat,7205,Kabupaten Buol,72,Sulawesi Tengah,2627,2626,5253,104,5357,KARAMAT
720511,Paleleh Barat,7205,Kabupaten Buol,72,Sulawesi Tengah,2051,1598,3646,65,3714,PALELEH BARAT
720605,Bungku Tengah,7206,Kabupaten Morowali,72,Sulawesi Tengah,4261,10465,14830,172,15000,BUNGKU TENGAH
720606,Bungku Selatan,7206,Kabupaten Morowali,72,Sulawesi Tengah,2522,5739,8259,98,8317,BUNGKU SELATAN
720607,Menui Kepulauan,7206,Kabupaten Morowali,72,Sulawesi Tengah,2817,5125,7942,111,8053,MENUI KEPULAUAN
720608,Bungku Barat,7206,Kabupaten Morowali,72,Sulawesi Tengah,3314,4210,7524,93,7681,BUNGKU BARAT
720609,Bumi Raya,7206,Kabupaten Morowali,72,Sulawesi Tengah,4150,4075,8226,127,8353,BUMI RAYA
720610,Bahodopi,7206,Kabupaten Morowali,72,Sulawesi Tengah,3704,7371,11148,114,11407,BAHODOPI
720612,Wita Ponda,7206,Kabupaten Morowali,72,Sulawesi Tengah,6952,4460,11412,178,11449,WITA PONDA
720615,Bungku Pesisir,7206,Kabupaten Morowali,72,Sulawesi Tengah,1565,2215,3644,27,3846,BUNGKU PESISIR
720618,Bungku Timur,7206,Kabupaten Morowali,72,Sulawesi Tengah,2572,4305,6727,84,6914,BUNGKU TIMUR
720703,Totikum,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3240,3286,6526,80,6606,TOTIKUM
720704,Tinangkung,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,4153,4551,8704,88,8795,TINANGKUNG
720705,Liang,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,2793,3036,5829,41,5870,LIANG
720706,Bulagi,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3831,1755,5586,45,5627,BULAGI
720707,Buko,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3879,1987,5866,72,5938,BUKO
720709,Bulagi Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3891,1931,5783,65,5847,BULAGI SELATAN
720711,Tinangkung Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,1970,2743,4713,74,4786,TINANGKUNG SELATAN
720715,Totikum Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,2657,2142,4799,96,4931,TOTIKUM SELATAN
720716,Peling Tengah,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3193,2797,5983,54,6037,PELING TENGAH
720717,Bulagi Utara,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3816,1698,5514,64,5577,BULAGI UTARA
720718,Buko Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,3593,1476,5069,45,5074,BUKO SELATAN
720719,Tinangkung Utara,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah,1723,3330,5053,46,5099,TINANGKUNG UTARA
720801,Parigi,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,7751,7978,15733,139,15909,PARIGI
720802,Ampibabo,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,5191,7039,12230,128,12156,AMPIBABO
720803,Tinombo,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,5409,5020,10428,179,10606,TINOMBO
720804,Moutong,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,7241,4678,11759,323,11914,MOUTONG
720805,Tomini,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,4873,5575,10448,130,10576,TOMINI
720806,Sausu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,8691,3081,11812,137,11949,SAUSU
720807,Bolano Lambunu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,8602,3091,11694,131,11714,BOLANO LAMBUNU
720808,Kasimbar,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,7521,5081,12602,125,12748,KASIMBAR
720809,Torue,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,9712,1683,11395,92,11494,TORUE
720810,Tinombo Selatan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,7147,7373,14521,137,14825,TINOMBO SELATAN
720811,Parigi Selatan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,9038,3849,12710,276,12887,PARIGI SELATAN
720812,Mepanga,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,9961,6114,15908,426,16376,MEPANGA
720813,Toribulu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,4300,4433,8547,62,8795,TORIBULU
720814,Taopa,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,4749,2780,7528,112,7574,TAOPA
720815,Balinggi,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,9523,1212,10717,56,10354,BALINGGI
720816,Parigi Barat,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,2051,2496,4547,91,4637,PARIGI BARAT
720817,Siniu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,2515,3075,5589,53,5643,SINIU
720818,Palasa,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,8158,6513,14366,455,14733,PALASA
720819,Parigi Utara,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,1071,2718,3889,30,3919,PARIGI UTARA
720820,Parigi Tengah,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,1875,3287,5162,62,5225,PARIGI TENGAH
720821,Bolano,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,6390,2562,8952,98,9050,BOLANO
720822,Ongka Malino,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,7896,3605,11501,145,11646,ONGKA MALINO
720823,Sidoan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah,5129,3461,8490,79,8669,SIDOAN
720901,Una Una,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,2536,2110,4475,216,4691,UNA UNA
720902,Togean,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,2493,3512,6005,55,6060,TOGEAN
720903,Walea Kepulauan,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,1148,1858,3006,24,3030,WALEA KEPULAUAN
720904,Ampana Tete,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,8019,7612,15631,175,15856,AMPANA TETE
720905,Ampana Kota,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,4873,6696,11569,106,11915,AMPANA KOTA
720906,Ulubongka,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,6599,3854,10454,122,10570,ULUBONGKA
720907,Tojo Barat,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,3892,3840,7586,211,8008,TOJO BARAT
720908,Tojo,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,3627,4864,8491,69,8570,TOJO
720909,Walea Besar,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,945,1658,2429,201,2630,WALEA BESAR
720910,Ratolindo,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,6682,8944,15576,165,15779,RATOLINDO
720911,Batudaka,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,1751,1615,3366,29,3393,BATUDAKA
720912,Talatako,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah,1351,2174,3585,40,3576,TALATAKO
721001,Sigi Biromaru,7210,Kabupaten Sigi,72,Sulawesi Tengah,12380,15420,27860,563,28204,SIGI BIROMARU
721002,Palolo,7210,Kabupaten Sigi,72,Sulawesi Tengah,13286,4607,17893,287,18220,PALOLO
721003,Nokilalaki,7210,Kabupaten Sigi,72,Sulawesi Tengah,2671,651,3322,44,3369,NOKILALAKI
721004,Lindu,7210,Kabupaten Sigi,72,Sulawesi Tengah,2937,529,3466,21,3487,LINDU
721005,Kulawi,7210,Kabupaten Sigi,72,Sulawesi Tengah,8246,1472,9706,88,9795,KULAWI
721006,Kulawi Selatan,7210,Kabupaten Sigi,72,Sulawesi Tengah,4677,900,5577,43,5620,KULAWI SELATAN
721007,Pipikoro,7210,Kabupaten Sigi,72,Sulawesi Tengah,5370,350,5720,89,5809,PIPIKORO
721008,Gumbasa,7210,Kabupaten Sigi,72,Sulawesi Tengah,4528,3229,7757,79,7839,GUMBASA
721009,Dolo Selatan,7210,Kabupaten Sigi,72,Sulawesi Tengah,3263,5908,8986,324,9308,DOLO SELATAN
721010,Tanambulava,7210,Kabupaten Sigi,72,Sulawesi Tengah,3109,2098,5080,210,5453,TANAMBULAVA
721011,Dolo Barat,7210,Kabupaten Sigi,72,Sulawesi Tengah,3269,5272,8473,110,8574,DOLO BARAT
721012,Dolo,7210,Kabupaten Sigi,72,Sulawesi Tengah,5138,8523,13554,131,13790,DOLO
721013,Kinovaro,7210,Kabupaten Sigi,72,Sulawesi Tengah,2863,3500,6363,121,6483,KINOVARO
721014,Marawola,7210,Kabupaten Sigi,72,Sulawesi Tengah,4549,9309,13846,120,14000,MARAWOLA
721015,Marawola Barat,7210,Kabupaten Sigi,72,Sulawesi Tengah,2931,291,3204,83,3167,MARAWOLA BARAT
721101,Banggai,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,5554,6226,11762,115,11927,BANGGAI
721102,Banggai Utara,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,1939,2161,4100,57,4158,BANGGAI UTARA
721103,Bokan Kepulauan,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,2853,4387,7236,56,7292,BOKAN KEPULAUAN
721104,Bangkurung,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,2789,2511,5300,56,5356,BANGKURUNG
721105,Labobo,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,1845,1686,3531,33,3564,LABOBO
721106,Banggai Selatan,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,2176,1293,3469,39,3508,BANGGAI SELATAN
721107,Banggai Tengah,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah,2253,2262,4515,59,4574,BANGGAI TENGAH
721201,Petasia,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,5410,4203,9759,88,9700,PETASIA
721202,Petasia Timur,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,5559,3150,8709,107,8814,PETASIA TIMUR
721203,Lembo Raya,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,4144,871,5015,47,5062,LEMBO RAYA
721204,Lembo,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,7166,1076,8046,258,8301,LEMBO
721205,Mori Atas,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,6677,882,7559,40,7433,MORI ATAS
721206,Mori Utara,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,4239,775,4843,218,5132,MORI UTARA
721207,Soyo Jaya,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,2882,2047,4929,93,5022,SOYO JAYA
721208,Bungku Utara,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,5037,3742,8779,223,9027,BUNGKU UTARA
721209,Mamosalato,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,4485,1666,6158,110,6262,MAMOSALATO
721210,Petasia Barat,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah,3657,1009,4666,46,4810,PETASIA BARAT
727101,Palu Timur,7271,Kota Palu,72,Sulawesi Tengah,9982,11440,21149,364,21465,PALU TIMUR
727102,Palu Barat,7271,Kota Palu,72,Sulawesi Tengah,8802,15834,24507,216,24827,PALU BARAT
727103,Palu Selatan,7271,Kota Palu,72,Sulawesi Tengah,18213,16333,34633,540,34383,PALU SELATAN
727104,Palu Utara,7271,Kota Palu,72,Sulawesi Tengah,6109,5812,11940,150,12073,PALU UTARA
727105,Ulujadi,7271,Kota Palu,72,Sulawesi Tengah,6344,10991,17335,163,17269,ULUJADI
727106,Tatanga,7271,Kota Palu,72,Sulawesi Tengah,8594,16022,24267,634,25168,TATANGA
727107,Tawaeli,7271,Kota Palu,72,Sulawesi Tengah,6171,5814,12091,131,12231,TAWAELI
727108,Mantikulore,7271,Kota Palu,72,Sulawesi Tengah,12674,21293,34167,346,33971,MANTIKULORE
730101,Benteng,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,5664,6967,12444,376,12864,BENTENG
730102,Bontoharu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,4295,3998,8293,200,8493,BONTOHARU
730103,Bontomatene,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,3329,5007,8336,224,8560,BONTOMATENE
730104,Bontomanai,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,4344,4101,8298,284,8582,BONTOMANAI
730105,Bontosikuyu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,4991,4289,9280,250,9530,BONTOSIKUYU
730106,Pasimasunggu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,1981,2622,4603,205,4808,PASIMASUNGGU
730107,Pasimarannu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,2069,3230,5300,147,5448,PASIMARANNU
730108,Taka Bonerate,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,2898,4297,7195,429,7624,TAKA BONERATE
730109,Pasilambena,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,1371,2641,4012,57,4069,PASILAMBENA
730110,Pasimasunggu Timur,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,1688,2696,4384,105,4489,PASIMASUNGGU TIMUR
730111,Buki,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan,1745,2372,4117,61,4178,BUKI
730201,Gantarang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,12478,32232,43985,1683,45404,GANTARANG
730202,Ujung Bulu,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,8751,17517,25876,866,26784,UJUNG BULU
730203,Bonto Bahari,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,6869,6755,13624,406,14108,BONTO BAHARI
730204,Bonto Tiro,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,5681,8010,13691,274,13987,BONTO TIRO
730205,Herlang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,5027,9003,14024,419,14352,HERLANG
730206,Kajang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,11211,16476,27692,683,28362,KAJANG
730207,Bulukumpa,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,9526,22356,31677,937,32410,BULUKUMPA
730208,Kindang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,4440,15771,20210,378,20420,KINDANG
730209,Ujungloe,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,8503,15336,23836,635,24473,UJUNGLOE
730210,Rilauale,7302,Kabupaten Bulukumba,73,Sulawesi Selatan,6937,16096,22875,775,23088,RILAUALE
730301,Bissappu,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,5150,14989,19924,1436,21360,BISSAPPU
730302,Bantaeng,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,6307,16547,22652,1491,23889,BANTAENG
730303,Eremerasa,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,3044,8665,11485,1437,12916,EREMERASA
730304,Tompo Bulu,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,3885,11074,14958,1189,16147,TOMPO BULU
730305,Pajukukang,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,5158,11846,16518,1647,18348,PAJUKUKANG
730306,Uluere,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,2409,4762,7171,470,7645,ULUERE
730307,Gantarang Keke,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,2406,6777,9184,1048,10232,GANTARANG KEKE
730308,Sinoa,7303,Kabupaten Bantaeng,73,Sulawesi Selatan,1778,5588,7364,771,8141,SINOA
730401,Bangkala,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,9703,21946,31475,1327,32551,BANGKALA
730402,Tamalatea,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,4669,20859,25537,1426,27018,TAMALATEA
730403,Binamu,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,4993,28953,33108,1751,34764,BINAMU
730404,Batang,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,1325,10563,11888,534,12424,BATANG
730405,Kelara,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,2577,12222,14631,942,15585,KELARA
730406,Bangkala Barat,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,5418,10710,16128,630,16758,BANGKALA BARAT
730407,Bontoramba,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,4750,17131,22073,1066,22956,BONTORAMBA
730408,Turatea,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,3118,15572,18274,1379,19672,TURATEA
730409,Arungkeke,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,1612,10425,11831,745,12322,ARUNGKEKE
730410,Rumbia,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,4480,10233,14711,756,15474,RUMBIA
730411,Tarowang,7304,Kabupaten Jeneponto,73,Sulawesi Selatan,3418,9863,12912,827,13766,TAROWANG
730501,Mappakasunggu,7305,Kabupaten Takalar,73,Sulawesi Selatan,5465,3830,9293,495,9788,MAPPAKASUNGGU
730502,Mangarabombang,7305,Kabupaten Takalar,73,Sulawesi Selatan,10138,12919,22636,1840,24482,MANGARABOMBANG
730503,Polongbangkeng Selatan,7305,Kabupaten Takalar,73,Sulawesi Selatan,6299,11077,17382,620,17995,POLOMBANGKENG SELATAN
730504,Polongbangkeng Utara,7305,Kabupaten Takalar,73,Sulawesi Selatan,10437,20058,30277,1020,31331,POLOMBANGKENG UTARA
730505,Galesong Selatan,7305,Kabupaten Takalar,73,Sulawesi Selatan,6441,8897,15144,1245,16389,GALESONG SELATAN
730506,Galesong Utara,7305,Kabupaten Takalar,73,Sulawesi Selatan,8523,15497,24020,1198,25233,GALESONG UTARA
730507,Pattallassang,7305,Kabupaten Takalar,73,Sulawesi Selatan,7528,14766,22195,467,22837,PATTALLASSANG
730508,Sanrobone,7305,Kabupaten Takalar,73,Sulawesi Selatan,3536,5379,8921,353,9207,SANROBONE
730509,Galesong,7305,Kabupaten Takalar,73,Sulawesi Selatan,8606,15631,24228,1145,25263,GALESONG
730601,Bontonompo,7306,Kabupaten Gowa,73,Sulawesi Selatan,7577,19236,26469,793,27176,BONTONOMPO
730602,Bajeng,7306,Kabupaten Gowa,73,Sulawesi Selatan,11669,28908,40258,847,40943,BAJENG
730603,Tompobulu,7306,Kabupaten Gowa,73,Sulawesi Selatan,7532,9431,16632,706,17281,TOMPOBULU
730604,Tinggimoncong,7306,Kabupaten Gowa,73,Sulawesi Selatan,7321,6341,13598,525,14116,TINGGIMONCONG
730605,Parangloe,7306,Kabupaten Gowa,73,Sulawesi Selatan,4821,5928,10739,200,10939,PARANGLOE
730606,Bontomarannu,7306,Kabupaten Gowa,73,Sulawesi Selatan,8088,12703,20501,465,20761,BONTOMARANNU
730607,Pallangga,7306,Kabupaten Gowa,73,Sulawesi Selatan,21113,44664,63781,2038,66567,PALLANGGA
730608,Somba Opu,7306,Kabupaten Gowa,73,Sulawesi Selatan,25436,51431,75396,2215,76445,SOMBA OPU
730609,Bungaya,7306,Kabupaten Gowa,73,Sulawesi Selatan,4274,4906,9180,222,9302,BUNGAYA
730610,Tombolopao,7306,Kabupaten Gowa,73,Sulawesi Selatan,9807,7134,16737,557,17295,TOMBOLOPAO
730611,Biringbulu,7306,Kabupaten Gowa,73,Sulawesi Selatan,7627,11037,18123,1180,19546,BIRINGBULU
730612,Barombong,7306,Kabupaten Gowa,73,Sulawesi Selatan,7711,15843,23548,488,23860,BAROMBONG
730613,Pattallasang,7306,Kabupaten Gowa,73,Sulawesi Selatan,5711,10497,15786,678,16464,PATTALLASSANG
730614,Manuju,7306,Kabupaten Gowa,73,Sulawesi Selatan,4333,4477,8810,279,9087,MANUJU
730615,Bontolempangang,7306,Kabupaten Gowa,73,Sulawesi Selatan,4493,3449,7803,340,8223,BONTOLEMPANGANG
730616,Bontonompo Selatan,7306,Kabupaten Gowa,73,Sulawesi Selatan,6912,11681,18490,515,19074,BONTONOMPO SELATAN
730617,Parigi,7306,Kabupaten Gowa,73,Sulawesi Selatan,3510,4934,8444,238,8682,PARIGI
730618,Bajeng Barat,7306,Kabupaten Gowa,73,Sulawesi Selatan,4745,11454,16199,443,16616,BAJENG BARAT
730701,Sinjai Barat,7307,Kabupaten Sinjai,73,Sulawesi Selatan,5660,9449,15109,296,15405,SINJAI BARAT
730702,Sinjai Selatan,7307,Kabupaten Sinjai,73,Sulawesi Selatan,3799,18980,22481,622,23302,SINJAI  SELATAN
730703,Sinjai Timur,7307,Kabupaten Sinjai,73,Sulawesi Selatan,4925,13551,18467,387,18852,SINJAI TIMUR
730704,Sinjai Tengah,7307,Kabupaten Sinjai,73,Sulawesi Selatan,5332,10899,16225,263,16505,SINJAI TENGAH
730705,Sinjai Utara,7307,Kabupaten Sinjai,73,Sulawesi Selatan,5819,21472,27251,433,27683,SINJAI UTARA
730706,Bulupoddo,7307,Kabupaten Sinjai,73,Sulawesi Selatan,3610,6620,10228,261,10489,BULUPODDO
730707,Sinjai Borong,7307,Kabupaten Sinjai,73,Sulawesi Selatan,3561,6606,10167,222,10289,SINJAI BORONG
730708,Tellu Limpoe,7307,Kabupaten Sinjai,73,Sulawesi Selatan,3764,16935,20488,378,20719,TELLU LIMPOE
730709,Pulau Sembilan,7307,Kabupaten Sinjai,73,Sulawesi Selatan,938,3266,4204,127,4331,PULAU SEMBILAN
730801,Bontocani,7308,Kabupaten Bone,73,Sulawesi Selatan,5818,4351,9989,116,10331,BONTOCANI
730802,Kahu,7308,Kabupaten Bone,73,Sulawesi Selatan,10957,11801,22759,405,23161,KAHU
730803,Kajuara,7308,Kabupaten Bone,73,Sulawesi Selatan,7910,11364,19238,511,19659,KAJUARA
730804,Salomekko,7308,Kabupaten Bone,73,Sulawesi Selatan,3737,5031,8768,211,8979,SALOMEKKO
730805,Tonra,7308,Kabupaten Bone,73,Sulawesi Selatan,3936,4109,8045,109,8154,TONRA
730806,Libureng,7308,Kabupaten Bone,73,Sulawesi Selatan,10858,6844,17702,241,17943,LIBURENG
730807,Mare,7308,Kabupaten Bone,73,Sulawesi Selatan,7275,7931,15206,330,15536,MARE
730808,Sibulue,7308,Kabupaten Bone,73,Sulawesi Selatan,11211,8109,19319,338,19646,SIBULUE
730809,Barebbo,7308,Kabupaten Bone,73,Sulawesi Selatan,9160,7007,16167,318,16727,BAREBBO
730810,Cina,7308,Kabupaten Bone,73,Sulawesi Selatan,8803,7044,15847,286,16130,CINA
730811,Ponre,7308,Kabupaten Bone,73,Sulawesi Selatan,5794,2787,8581,115,8696,PONRE
730812,Lappariaja,7308,Kabupaten Bone,73,Sulawesi Selatan,9149,4749,13898,192,14090,LAPPARIAJA
730813,Lamuru,7308,Kabupaten Bone,73,Sulawesi Selatan,9122,4739,13861,174,14035,LAMURU
730814,Ulaweng,7308,Kabupaten Bone,73,Sulawesi Selatan,9746,5058,14804,478,15282,ULAWENG
730815,Palakka,7308,Kabupaten Bone,73,Sulawesi Selatan,7631,6474,14105,383,14488,PALAKKA
730816,Awangpone,7308,Kabupaten Bone,73,Sulawesi Selatan,10758,7543,18301,350,18551,AWANGPONE
730817,Tellu Siattinge,7308,Kabupaten Bone,73,Sulawesi Selatan,14199,8911,23123,856,23967,TELLU SIATTINGE
730818,Ajangale,7308,Kabupaten Bone,73,Sulawesi Selatan,9628,5429,14869,588,15454,AJANGALE
730819,Dua Boccoe,7308,Kabupaten Bone,73,Sulawesi Selatan,11260,6796,18029,323,18355,DUA BOCCOE
730820,Cenrana,7308,Kabupaten Bone,73,Sulawesi Selatan,8304,5991,14297,278,14619,CENRANA
730821,Tanete Riattang,7308,Kabupaten Bone,73,Sulawesi Selatan,12784,14970,27718,557,28062,TANETE RIATTANG
730822,Tanete Riattang Barat,7308,Kabupaten Bone,73,Sulawesi Selatan,11394,13759,25165,436,25858,TANETE RIATTANG BARAT
730823,Tanete Riattang Timur,7308,Kabupaten Bone,73,Sulawesi Selatan,12585,11226,23815,701,24297,TANETE RIATTANG TIMUR
730824,Amali,7308,Kabupaten Bone,73,Sulawesi Selatan,7116,4684,11800,362,12032,AMALI
730825,Tellulimpoe,7308,Kabupaten Bone,73,Sulawesi Selatan,5670,2245,7915,107,8022,TELLULIMPOE
730826,Bengo,7308,Kabupaten Bone,73,Sulawesi Selatan,8769,5710,14479,251,14734,BENGO
730827,Patimpeng,7308,Kabupaten Bone,73,Sulawesi Selatan,4923,4610,9532,176,9708,PATIMPENG
730901,Mandai,7309,Kabupaten Maros,73,Sulawesi Selatan,8325,15774,23466,1211,24433,MANDAI
