kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_anies,votes_prabowo,votes_ganjar,suara_sah,suara_tidak_sah,jumlah_tps,tps_dengan_data,tps_coverage_pct
352913,Pasongsongan,3529,Kabupaten Sumenep,35,Jawa Timur,7708,4178,2067,10706,465,171,68,39.8
352914,Dasuk,3529,Kabupaten Sumenep,35,Jawa Timur,5633,7930,1485,12150,397,98,68,69.4
352915,Rubaru,3529,Kabupaten Sumenep,35,Jawa Timur,9611,7024,1834,17055,1206,125,89,71.2
352916,Batang Batang,3529,Kabupaten Sumenep,35,Jawa Timur,8550,12997,2388,20920,1698,173,119,68.8
352917,Batuputih,3529,Kabupaten Sumenep,35,Jawa Timur,7754,6917,1701,13923,1180,142,80,56.3
352918,Dungkek,3529,Kabupaten Sumenep,35,Jawa Timur,4160,2969,861,6905,1189,125,48,38.4
352919,Gapura,3529,Kabupaten Sumenep,35,Jawa Timur,8476,11977,4194,22514,920,120,118,98.3
352920,Gayam,3529,Kabupaten Sumenep,35,Jawa Timur,8843,3832,1792,13731,1121,139,98,70.5
352921,Nonggunong,3529,Kabupaten Sumenep,35,Jawa Timur,1729,467,432,1838,381,56,21,37.5
352922,Ra'as,3529,Kabupaten Sumenep,35,Jawa Timur,9606,6218,1913,16632,1100,154,112,72.7
352923,Masalembu,3529,Kabupaten Sumenep,35,Jawa Timur,0,0,0,0,0,95,0,0.0
352924,Arjasa,3529,Kabupaten Sumenep,35,Jawa Timur,869,1067,140,1405,58,329,14,4.3
352925,Sapeken,3529,Kabupaten Sumenep,35,Jawa Timur,7489,6579,420,11209,567,200,89,44.5
352926,Batuan,3529,Kabupaten Sumenep,35,Jawa Timur,2408,3903,839,6862,240,42,34,81.0
352927,Kangayan,3529,Kabupaten Sumenep,35,Jawa Timur,2175,3356,413,113,1,109,40,36.7
357101,Mojoroto,3571,Kota Kediri,35,Jawa Timur,11554,51344,13800,67644,2098,361,327,90.6
357102,Kota,3571,Kota Kediri,35,Jawa Timur,4668,28387,10906,39909,1061,247,193,78.1
357103,Pesantren,3571,Kota Kediri,35,Jawa Timur,3295,22587,7036,29939,951,248,139,56.0
357201,Kepanjenkidul,3572,Kota Blitar,35,Jawa Timur,1666,7695,4317,7510,217,126,60,47.6
357202,Sukorejo,3572,Kota Blitar,35,Jawa Timur,2451,15914,7277,19489,732,149,112,75.2
357203,Sananwetan,3572,Kota Blitar,35,Jawa Timur,4057,18295,8352,23236,682,162,135,83.3
357301,Blimbing,3573,Kota Malang,35,Jawa Timur,10459,30033,10687,39848,971,537,236,43.9
357302,Klojen,3573,Kota Malang,35,Jawa Timur,5738,13037,6219,20026,497,281,115,40.9
357303,Kedungkandang,3573,Kota Malang,35,Jawa Timur,14845,41533,12199,57903,1578,583,317,54.4
357304,Sukun,3573,Kota Malang,35,Jawa Timur,8475,28287,11257,39369,890,573,223,38.9
357305,Lowokwaru,3573,Kota Malang,35,Jawa Timur,11476,25524,9485,36550,790,478,208,43.5
357401,Kademangan,3574,Kota Probolinggo,35,Jawa Timur,2701,11081,1740,13849,413,124,67,54.0
357402,Wonoasih,3574,Kota Probolinggo,35,Jawa Timur,2597,9733,1563,12484,568,97,60,61.9
357403,Mayangan,3574,Kota Probolinggo,35,Jawa Timur,4905,20969,5609,29501,703,175,145,82.9
357404,Kanigaran,3574,Kota Probolinggo,35,Jawa Timur,4516,17210,3852,24354,588,169,113,66.9
357405,Kedopok,3574,Kota Probolinggo,35,Jawa Timur,3970,13603,1707,17693,763,104,85,81.7
357501,Gadingrejo,3575,Kota Pasuruan,35,Jawa Timur,5254,21129,4031,29966,1251,132,132,100.0
357502,Purworejo,3575,Kota Pasuruan,35,Jawa Timur,8328,24488,5212,32309,1148,171,167,97.7
357503,Bugul Kidul,3575,Kota Pasuruan,35,Jawa Timur,4485,13635,2297,19678,791,88,88,100.0
357504,Panggungrejo,3575,Kota Pasuruan,35,Jawa Timur,7999,26633,5887,38367,1584,188,186,98.9
357601,Prajuritkulon,3576,Kota Mojokerto,35,Jawa Timur,3306,17737,4181,15417,566,115,108,93.9
357602,Magersari,3576,Kota Mojokerto,35,Jawa Timur,3118,16185,4710,13394,382,169,105,62.1
357603,Kranggan,3576,Kota Mojokerto,35,Jawa Timur,2864,13270,4036,16386,445,110,89,80.9
357701,Kartoharjo,3577,Kota Madiun,35,Jawa Timur,3827,16494,6128,20956,492,163,124,76.1
357702,Manguharjo,3577,Kota Madiun,35,Jawa Timur,3126,19036,7416,22810,611,177,140,79.1
357703,Taman,3577,Kota Madiun,35,Jawa Timur,5482,21379,8567,21322,589,244,164,67.2
357801,Karang Pilang,3578,Kota Surabaya,35,Jawa Timur,4078,13593,4026,15688,532,203,102,50.2
357802,Wonocolo,3578,Kota Surabaya,35,Jawa Timur,5787,16074,6159,16473,546,218,134,61.5
357803,Rungkut,3578,Kota Surabaya,35,Jawa Timur,11319,30828,13702,43207,2220,325,263,80.9
357804,Wonokromo,3578,Kota Surabaya,35,Jawa Timur,6273,19022,6575,17912,414,446,167,37.4
357805,Tegalsari,3578,Kota Surabaya,35,Jawa Timur,3670,13486,5544,15310,425,275,119,43.3
357806,Sawahan,3578,Kota Surabaya,35,Jawa Timur,7591,32591,12827,45729,1136,550,270,49.1
357807,Genteng,3578,Kota Surabaya,35,Jawa Timur,4373,15377,7754,26264,906,169,149,88.2
357808,Gubeng,3578,Kota Surabaya,35,Jawa Timur,5925,17273,7877,28763,638,375,154,41.1
357809,Sukolilo,3578,Kota Surabaya,35,Jawa Timur,2559,7503,3652,11607,265,315,68,21.6
357810,Tambaksari,3578,Kota Surabaya,35,Jawa Timur,13268,56085,23989,87681,2179,623,475,76.2
357811,Simokerto,3578,Kota Surabaya,35,Jawa Timur,6950,25038,9802,36779,2698,263,228,86.7
357812,Pabean Cantian,3578,Kota Surabaya,35,Jawa Timur,3784,9931,3111,11377,303,214,93,43.5
357813,Bubutan,3578,Kota Surabaya,35,Jawa Timur,8514,24872,9232,33293,739,268,215,80.2
357814,Tandes,3578,Kota Surabaya,35,Jawa Timur,3475,13676,4491,16179,386,248,106,42.7
357815,Krembangan,3578,Kota Surabaya,35,Jawa Timur,5696,19133,6366,22549,497,309,157,50.8
357816,Semampir,3578,Kota Surabaya,35,Jawa Timur,7541,14979,3587,19178,1277,499,140,28.1
357817,Kenjeran,3578,Kota Surabaya,35,Jawa Timur,3594,13524,3708,9594,279,458,104,22.7
357818,Lakarsantri,3578,Kota Surabaya,35,Jawa Timur,3392,13773,5147,20175,579,163,99,60.7
357819,Benowo,3578,Kota Surabaya,35,Jawa Timur,4421,20941,6181,30523,787,186,145,78.0
357820,Wiyung,3578,Kota Surabaya,35,Jawa Timur,3098,12746,5310,11603,324,203,100,49.3
357821,Dukuh Pakis,3578,Kota Surabaya,35,Jawa Timur,2136,10958,5202,16235,411,160,89,55.6
357822,Gayungan,3578,Kota Surabaya,35,Jawa Timur,3362,8551,3146,14350,268,114,70,61.4
357823,Jambangan,3578,Kota Surabaya,35,Jawa Timur,4745,12347,4192,19852,2014,143,100,69.9
357824,Tenggilis Mejoyo,3578,Kota Surabaya,35,Jawa Timur,3421,11589,4950,17960,407,162,95,58.6
357825,Gunung Anyar,3578,Kota Surabaya,35,Jawa Timur,5992,17252,7200,29865,614,163,142,87.1
357826,Mulyorejo,3578,Kota Surabaya,35,Jawa Timur,4763,16243,10399,22751,397,242,153,63.2
357827,Sukomanunggal,3578,Kota Surabaya,35,Jawa Timur,5244,26834,11000,42269,889,286,214,74.8
357828,Asem Rowo,3578,Kota Surabaya,35,Jawa Timur,1379,4020,1013,5244,136,123,33,26.8
357829,Bulak,3578,Kota Surabaya,35,Jawa Timur,2570,8866,2901,13558,1641,119,70,58.8
357830,Pakal,3578,Kota Surabaya,35,Jawa Timur,4042,19733,5519,27213,797,164,131,79.9
357831,Sambikerep,3578,Kota Surabaya,35,Jawa Timur,3758,19932,7536,29895,1711,180,147,81.7
357901,Batu,3579,Kota Batu,35,Jawa Timur,9132,34825,10441,43751,1148,281,234,83.3
357902,Bumiaji,3579,Kota Batu,35,Jawa Timur,4451,29497,8725,38794,1178,179,177,98.9
357903,Junrejo,3579,Kota Batu,35,Jawa Timur,4190,17895,6043,19204,521,151,117,77.5
360101,Sumur,3601,Kabupaten Pandeglang,36,Banten,4281,7471,1883,12088,584,69,66,95.7
360102,Cimanggu,3601,Kabupaten Pandeglang,36,Banten,6441,10519,2817,11118,295,112,93,83.0
360103,Cibaliung,3601,Kabupaten Pandeglang,36,Banten,6152,7853,1401,13263,405,88,76,86.4
360104,Cikeusik,3601,Kabupaten Pandeglang,36,Banten,8624,19917,2550,25596,610,175,168,96.0
360105,Cigeulis,3601,Kabupaten Pandeglang,36,Banten,7106,11411,2582,17155,573,115,112,97.4
360106,Panimbang,3601,Kabupaten Pandeglang,36,Banten,5514,16605,2886,17788,553,151,127,84.1
360107,Angsana,3601,Kabupaten Pandeglang,36,Banten,2969,7363,867,7828,184,85,60,70.6
360108,Munjul,3601,Kabupaten Pandeglang,36,Banten,3810,6837,936,7267,200,79,59,74.7
360109,Pagelaran,3601,Kabupaten Pandeglang,36,Banten,6647,13591,1752,18500,716,110,105,95.5
360110,Bojong,3601,Kabupaten Pandeglang,36,Banten,6169,10247,1172,16331,827,105,87,82.9
360111,Picung,3601,Kabupaten Pandeglang,36,Banten,4901,8550,1078,8374,347,116,78,67.2
360112,Labuan,3601,Kabupaten Pandeglang,36,Banten,10316,17344,2891,20594,657,160,149,93.1
360113,Menes,3601,Kabupaten Pandeglang,36,Banten,8573,9722,1566,14312,393,117,98,83.8
360114,Saketi,3601,Kabupaten Pandeglang,36,Banten,5677,9295,897,9572,337,134,77,57.5
360115,Cipeucang,3601,Kabupaten Pandeglang,36,Banten,5814,7978,1016,9861,383,89,75,84.3
360116,Jiput,3601,Kabupaten Pandeglang,36,Banten,8629,9472,1460,17816,600,97,95,97.9
360117,Mandalawangi,3601,Kabupaten Pandeglang,36,Banten,11123,15077,1756,21516,1127,160,144,90.0
360118,Cimanuk,3601,Kabupaten Pandeglang,36,Banten,7685,8119,739,9766,317,121,81,66.9
360119,Kaduhejo,3601,Kabupaten Pandeglang,36,Banten,7566,7342,795,7209,206,130,81,62.3
360120,Banjar,3601,Kabupaten Pandeglang,36,Banten,6772,10062,1900,13461,356,102,92,90.2
360121,Pandeglang,3601,Kabupaten Pandeglang,36,Banten,5205,6612,870,6548,152,125,60,48.0
360122,Cadasari,3601,Kabupaten Pandeglang,36,Banten,4472,7019,977,4516,205,103,60,58.3
360123,Cisata,3601,Kabupaten Pandeglang,36,Banten,4341,8360,953,10837,301,74,64,86.5
360124,Patia,3601,Kabupaten Pandeglang,36,Banten,4816,8332,1275,12492,633,90,76,84.4
360125,Karang Tanjung,3601,Kabupaten Pandeglang,36,Banten,7786,10941,1591,12207,278,111,101,91.0
360126,Cikedal,3601,Kabupaten Pandeglang,36,Banten,7510,9707,1914,14779,409,104,95,91.3
360127,Cibitung,3601,Kabupaten Pandeglang,36,Banten,4973,3775,1167,6618,230,66,50,75.8
360128,Carita,3601,Kabupaten Pandeglang,36,Banten,5584,11960,1746,16032,820,104,91,87.5
360129,Sukaresmi,3601,Kabupaten Pandeglang,36,Banten,4110,10244,1674,12147,2656,107,84,78.5
360130,Mekarjaya,3601,Kabupaten Pandeglang,36,Banten,4168,5633,701,8559,399,65,56,86.2
360131,Sindangresmi,3601,Kabupaten Pandeglang,36,Banten,2849,5393,951,6191,246,70,48,68.6
360132,Pulosari,3601,Kabupaten Pandeglang,36,Banten,7368,9043,1103,11678,398,96,88,91.7
360133,Koroncong,3601,Kabupaten Pandeglang,36,Banten,4467,7021,914,11972,369,61,59,96.7
360134,Majasari,3601,Kabupaten Pandeglang,36,Banten,11996,13683,1365,17439,485,158,133,84.2
360135,Sobang,3601,Kabupaten Pandeglang,36,Banten,2029,7755,1527,4740,121,110,60,54.5
360201,Malingping,3602,Kabupaten Lebak,36,Banten,11934,21819,2816,20534,401,192,169,88.0
360202,Panggarangan,3602,Kabupaten Lebak,36,Banten,4555,13830,1820,13890,258,110,94,85.5
360203,Bayah,3602,Kabupaten Lebak,36,Banten,7984,17883,2216,24892,427,130,126,96.9
360204,Cipanas,3602,Kabupaten Lebak,36,Banten,7700,18234,1419,22998,712,146,128,87.7
360205,Muncang,3602,Kabupaten Lebak,36,Banten,6060,14268,1635,20554,409,113,109,96.5
360206,Leuwidamar,3602,Kabupaten Lebak,36,Banten,6444,16729,2184,20693,628,175,139,79.4
360207,Bojongmanik,3602,Kabupaten Lebak,36,Banten,3176,8425,1602,10191,330,72,66,91.7
360208,Gunungkencana,3602,Kabupaten Lebak,36,Banten,6368,15052,1452,19238,583,117,115,98.3
360209,Banjarsari,3602,Kabupaten Lebak,36,Banten,12789,20693,2993,24558,661,192,190,99.0
360210,Cileles,3602,Kabupaten Lebak,36,Banten,9128,15874,1813,23977,921,160,148,92.5
360211,Cimarga,3602,Kabupaten Lebak,36,Banten,8697,21007,2463,19702,718,206,163,79.1
360212,Sajira,3602,Kabupaten Lebak,36,Banten,9788,19352,1846,25810,730,164,153,93.3
360213,Maja,3602,Kabupaten Lebak,36,Banten,9878,20901,2421,24457,792,164,145,88.4
360214,Rangkasbitung,3602,Kabupaten Lebak,36,Banten,20204,39718,4014,30814,788,364,282,77.5
360215,Warunggunung,3602,Kabupaten Lebak,36,Banten,10288,22000,2404,23787,882,167,155,92.8
360216,Cijaku,3602,Kabupaten Lebak,36,Banten,6581,11230,1393,13337,433,105,103,98.1
360217,Cikulur,3602,Kabupaten Lebak,36,Banten,7923,15390,1540,13083,370,156,114,73.1
360218,Cibadak,3602,Kabupaten Lebak,36,Banten,10947,24101,2618,31557,1831,194,173,89.2
360219,Cibeber,3602,Kabupaten Lebak,36,Banten,6172,25910,4303,26156,314,181,163,90.1
360220,Cilograng,3602,Kabupaten Lebak,36,Banten,9039,11465,1261,17691,720,113,112,99.1
360221,Wanasalam,3602,Kabupaten Lebak,36,Banten,9831,18625,2859,22783,567,167,156,93.4
360222,Sobang,3602,Kabupaten Lebak,36,Banten,3638,12512,4815,19104,286,93,89,95.7
360223,Curugbitung,3602,Kabupaten Lebak,36,Banten,5051,12124,3516,14875,404,99,91,91.9
360224,Kalanganyar,3602,Kabupaten Lebak,36,Banten,5839,11031,1097,11909,305,106,84,79.2
360225,Lebakgedong,3602,Kabupaten Lebak,36,Banten,4121,9630,620,12538,176,61,55,90.2
360226,Cihara,3602,Kabupaten Lebak,36,Banten,4385,11720,1793,15341,502,103,92,89.3
360227,Cirinten,3602,Kabupaten Lebak,36,Banten,4160,10346,1508,11589,416,84,78,92.9
360228,Cigemblong,3602,Kabupaten Lebak,36,Banten,3408,6941,1402,10842,311,61,57,93.4
360301,Balaraja,3603,Kabupaten Tangerang,36,Banten,21520,41942,4968,47709,5666,350,330,94.3
360302,Jayanti,3603,Kabupaten Tangerang,36,Banten,8859,23027,2173,10232,237,197,160,81.2
360303,Tigaraksa,3603,Kabupaten Tangerang,36,Banten,25031,53302,7054,66348,6350,442,404,91.4
360304,Jambe,3603,Kabupaten Tangerang,36,Banten,6945,19080,1652,15960,440,143,118,82.5
360305,Cisoka,3603,Kabupaten Tangerang,36,Banten,10269,24631,2697,14939,1610,245,162,66.1
360306,Kresek,3603,Kabupaten Tangerang,36,Banten,6231,15127,1645,6736,255,217,116,53.5
360307,Kronjo,3603,Kabupaten Tangerang,36,Banten,8386,15470,1571,18645,771,177,124,70.1
360308,Mauk,3603,Kabupaten Tangerang,36,Banten,13947,21962,2626,31553,5168,247,182,73.7
360309,Kemiri,3603,Kabupaten Tangerang,36,Banten,6535,13196,1496,7586,345,136,102,75.0
360310,Sukadiri,3603,Kabupaten Tangerang,36,Banten,12820,18952,2895,29461,5174,194,180,92.8
360311,Rajeg,3603,Kabupaten Tangerang,36,Banten,22531,49083,6005,60766,5452,477,347,72.7
360312,Pasar Kemis,3603,Kabupaten Tangerang,36,Banten,35382,66375,14165,103906,1941,718,551,76.7
360313,Teluknaga,3603,Kabupaten Tangerang,36,Banten,16454,20097,4445,29025,1144,443,191,43.1
360314,Kosambi,3603,Kabupaten Tangerang,36,Banten,5545,8910,2073,6458,184,332,83,25.0
360315,Pakuhaji,3603,Kabupaten Tangerang,36,Banten,22107,34162,5577,54328,5045,395,328,83.0
360316,Sepatan,3603,Kabupaten Tangerang,36,Banten,13325,21227,2660,34733,982,309,184,59.5
360317,Curug,3603,Kabupaten Tangerang,36,Banten,17095,33068,6309,36434,851,468,259,55.3
360318,Cikupa,3603,Kabupaten Tangerang,36,Banten,15069,27527,3502,21431,1304,561,217,38.7
360319,Panongan,3603,Kabupaten Tangerang,36,Banten,8738,19515,3368,19009,583,333,137,41.1
360320,Legok,3603,Kabupaten Tangerang,36,Banten,10334,20841,3635,29504,2442,323,155,48.0
360322,Pagedangan,3603,Kabupaten Tangerang,36,Banten,5004,8868,2034,8615,213,290,69,23.8
360323,Cisauk,3603,Kabupaten Tangerang,36,Banten,8093,13788,3261,12823,357,231,109,47.2
360327,Sukamulya,3603,Kabupaten Tangerang,36,Banten,10387,26970,2236,22947,796,197,174,88.3
360328,Kelapa Dua,3603,Kabupaten Tangerang,36,Banten,13543,19766,8078,14931,323,508,201,39.6
360329,Sindang Jaya,3603,Kabupaten Tangerang,36,Banten,12786,28842,2313,39282,1913,256,198,77.3
360330,Sepatan Timur,3603,Kabupaten Tangerang,36,Banten,13258,22671,3665,25894,953,286,191,66.8
360331,Solear,3603,Kabupaten Tangerang,36,Banten,14931,34723,5056,47121,1245,255,241,94.5
360332,Gunung Kaler,3603,Kabupaten Tangerang,36,Banten,7816,18511,2286,22787,3322,167,140,83.8
360333,Mekar Baru,3603,Kabupaten Tangerang,36,Banten,9240,10731,1517,16828,4234,119,103,86.6
360405,Kramatwatu,3604,Kabupaten Serang,36,Banten,15450,19100,3088,23596,3166,272,166,61.0
360406,Waringinkurung,3604,Kabupaten Serang,36,Banten,12222,15095,1711,26086,1534,134,125,93.3
360407,Bojonegara,3604,Kabupaten Serang,36,Banten,12611,15702,1484,26230,1763,134,126,94.0
360408,Pulo Ampel,3604,Kabupaten Serang,36,Banten,11714,9606,1175,21212,781,105,95,90.5
360409,Ciruas,3604,Kabupaten Serang,36,Banten,14496,25788,3095,37042,1574,223,194,87.0
360411,Kragilan,3604,Kabupaten Serang,36,Banten,11123,24862,3084,20340,2011,216,176,81.5
360412,Pontang,3604,Kabupaten Serang,36,Banten,7381,8355,1082,10970,422,129,75,58.1
360413,Tirtayasa,3604,Kabupaten Serang,36,Banten,5741,8510,967,5617,1104,134,72,53.7
360414,Tanara,3604,Kabupaten Serang,36,Banten,7953,6334,597,9071,312,116,64,55.2
360415,Cikande,3604,Kabupaten Serang,36,Banten,14594,36170,4700,50450,1459,296,236,79.7
360416,Kibin,3604,Kabupaten Serang,36,Banten,4133,10918,931,11632,316,162,72,44.4
360417,Carenang,3604,Kabupaten Serang,36,Banten,1603,2515,210,2012,165,109,19,17.4
360418,Binuang,3604,Kabupaten Serang,36,Banten,2504,6222,563,8379,400,88,40,45.5
360419,Petir,3604,Kabupaten Serang,36,Banten,9439,14652,1932,21251,867,172,118,68.6
360420,Tunjung Teja,3604,Kabupaten Serang,36,Banten,6207,13058,1340,16144,657,126,90,71.4
360422,Baros,3604,Kabupaten Serang,36,Banten,11070,20649,2073,29267,1072,161,147,91.3
360423,Cikeusal,3604,Kabupaten Serang,36,Banten,11214,28477,3470,34978,1710,208,189,90.9
360424,Pamarayan,3604,Kabupaten Serang,36,Banten,5603,15247,2243,18784,866,165,103,62.4
360425,Kopo,3604,Kabupaten Serang,36,Banten,6439,14321,1736,16182,564,148,96,64.9
360426,Jawilan,3604,Kabupaten Serang,36,Banten,9787,23695,2605,34791,1242,163,150,92.0
360427,Ciomas,3604,Kabupaten Serang,36,Banten,7934,15885,1352,19247,779,118,108,91.5
360428,Pabuaran,3604,Kabupaten Serang,36,Banten,5978,10913,1255,11834,438,120,76,63.3
360429,Padarincang,3604,Kabupaten Serang,36,Banten,14954,18854,2461,30985,2030,192,168,87.5
360430,Anyar,3604,Kabupaten Serang,36,Banten,5597,7810,775,8985,335,157,61,38.9
360431,Cinangka,3604,Kabupaten Serang,36,Banten,11922,16985,2218,20797,989,167,144,86.2
360432,Mancak,3604,Kabupaten Serang,36,Banten,10780,12225,1720,21431,1263,133,109,82.0
360433,Gunungsari,3604,Kabupaten Serang,36,Banten,4751,7071,692,7833,391,65,56,86.2
360434,Bandung,3604,Kabupaten Serang,36,Banten,3889,10064,1145,8658,346,103,63,61.2
360435,Lebak Wangi,3604,Kabupaten Serang,36,Banten,2971,5835,674,6341,486,109,46,42.2
367101,Tangerang,3671,Kota Tangerang,36,Banten,9426,15868,5050,23259,417,463,148,32.0
367102,Jatiuwung,3671,Kota Tangerang,36,Banten,10315,22411,2979,25769,1206,286,178,62.2
367103,Batuceper,3671,Kota Tangerang,36,Banten,8438,11080,3548,19067,256,261,114,43.7
367104,Benda,3671,Kota Tangerang,36,Banten,5446,6965,2199,10772,253,228,70,30.7
367105,Cipondoh,3671,Kota Tangerang,36,Banten,12984,15071,5375,25934,324,608,158,26.0
367106,Ciledug,3671,Kota Tangerang,36,Banten,21638,22278,7389,28471,411,408,240,58.8
367107,Karawaci,3671,Kota Tangerang,36,Banten,12093,20364,6547,30311,556,525,192,36.6
367108,Periuk,3671,Kota Tangerang,36,Banten,11050,21677,6362,32528,547,388,186,47.9
367109,Cibodas,3671,Kota Tangerang,36,Banten,20738,29959,8255,50183,883,429,293,68.3
367110,Neglasari,3671,Kota Tangerang,36,Banten,9020,22104,5690,31888,668,331,172,52.0
367111,Pinang,3671,Kota Tangerang,36,Banten,13752,16093,4156,25054,481,507,162,32.0
367112,Karang Tengah,3671,Kota Tangerang,36,Banten,16242,16464,6405,23665,351,329,189,57.4
367113,Larangan,3671,Kota Tangerang,36,Banten,16778,17986,6620,24881,395,412,196,47.6
367201,Cibeber,3672,Kota Cilegon,36,Banten,11833,15661,2570,19717,1242,175,134,76.6
367202,Cilegon,3672,Kota Cilegon,36,Banten,12259,13843,2207,19504,629,142,127,89.4
367203,Pulomerak,3672,Kota Cilegon,36,Banten,6008,13188,1843,12945,408,149,104,69.8
367204,Ciwandan,3672,Kota Cilegon,36,Banten,13064,14922,1623,24818,1294,140,129,92.1
367205,Jombang,3672,Kota Cilegon,36,Banten,11452,16062,3236,19508,552,189,142,75.1
367206,Gerogol,3672,Kota Cilegon,36,Banten,12300,12647,1616,19857,841,119,114,95.8
367207,Purwakarta,3672,Kota Cilegon,36,Banten,11345,11017,1924,20852,714,121,111,91.7
367208,Citangkil,3672,Kota Cilegon,36,Banten,20176,22156,2621,30341,870,218,195,89.4
367301,Serang,3673,Kota Serang,36,Banten,29899,34451,5503,24948,670,621,318,51.2
367302,Kasemen,3673,Kota Serang,36,Banten,6789,11819,1553,8266,377,301,93,30.9
367303,Walantaka,3673,Kota Serang,36,Banten,10989,21088,2333,12659,579,263,145,55.1
367304,Curug,3673,Kota Serang,36,Banten,8418,16975,1935,14063,837,161,116,72.0
367305,Cipocok Jaya,3673,Kota Serang,36,Banten,12938,19389,2704,17635,697,256,146,57.0
367306,Taktakan,3673,Kota Serang,36,Banten,14421,21569,2539,16530,732,275,169,61.5
367401,Serpong,3674,Kota Tangerang Selatan,36,Banten,21739,30925,12675,42204,889,434,286,65.9
367402,Serpong Utara,3674,Kota Tangerang Selatan,36,Banten,17255,32457,13051,43952,1620,370,282,76.2
367403,Pondok Aren,3674,Kota Tangerang Selatan,36,Banten,19587,21619,7991,35929,678,805,223,27.7
367404,Ciputat,3674,Kota Tangerang Selatan,36,Banten,26782,34904,10308,49579,1098,621,340,54.8
367405,Ciputat Timur,3674,Kota Tangerang Selatan,36,Banten,28132,30455,11506,45650,745,456,311,68.2
367406,Pamulang,3674,Kota Tangerang Selatan,36,Banten,48301,53646,18166,83795,1584,900,555,61.7
367407,Setu,3674,Kota Tangerang Selatan,36,Banten,15579,20646,4946,20522,422,238,177,74.4
510101,Negara,5101,Kabupaten Jembrana,51,Bali,2870,10213,3216,12847,310,252,71,28.2
510102,Mendoyo,5101,Kabupaten Jembrana,51,Bali,389,7307,5322,10499,150,210,66,31.4
510103,Pekutatan,5101,Kabupaten Jembrana,51,Bali,286,2632,1113,3631,83,89,19,21.3
510104,Melaya,5101,Kabupaten Jembrana,51,Bali,931,7081,4652,8509,155,169,58,34.3
510105,Jembrana,5101,Kabupaten Jembrana,51,Bali,1040,7326,4452,9396,190,178,60,33.7
510201,Selemadeg,5102,Kabupaten Tabanan,51,Bali,160,2879,7906,8715,146,74,51,68.9
510202,Selemadeg Timur,5102,Kabupaten Tabanan,51,Bali,172,5769,10868,15963,203,98,91,92.9
510203,Selemadeg Barat,5102,Kabupaten Tabanan,51,Bali,120,5219,7656,12889,107,87,71,81.6
510204,Kerambitan,5102,Kabupaten Tabanan,51,Bali,286,8448,13182,17776,229,145,104,71.7
510205,Tabanan,5102,Kabupaten Tabanan,51,Bali,676,9981,13234,16767,379,228,106,46.5
510206,Kediri,5102,Kabupaten Tabanan,51,Bali,750,12958,12756,18143,277,266,121,45.5
510207,Marga,5102,Kabupaten Tabanan,51,Bali,180,6178,20271,25328,392,151,120,79.5
510208,Penebel,5102,Kabupaten Tabanan,51,Bali,507,8900,14089,20482,476,184,122,66.3
510209,Baturiti,5102,Kabupaten Tabanan,51,Bali,535,10145,11641,20722,412,165,103,62.4
510210,Pupuan,5102,Kabupaten Tabanan,51,Bali,391,8436,15264,21075,434,147,118,80.3
510301,Kuta,5103,Kabupaten Badung,51,Bali,367,2239,1223,2388,27,147,16,10.9
510302,Mengwi,5103,Kabupaten Badung,51,Bali,796,33754,31425,59374,1140,383,266,69.5
510303,Abiansemal,5103,Kabupaten Badung,51,Bali,387,19341,17521,30857,716,283,150,53.0
510304,Petang,5103,Kabupaten Badung,51,Bali,144,4182,4738,7224,206,102,40,39.2
510305,Kuta Selatan,5103,Kabupaten Badung,51,Bali,1123,17527,12516,23819,306,314,131,41.7
510306,Kuta Utara,5103,Kabupaten Badung,51,Bali,1330,20228,12096,29113,343,256,143,55.9
510401,Sukawati,5104,Kabupaten Gianyar,51,Bali,729,31069,37068,66350,995,339,315,92.9
510402,Blahbatuh,5104,Kabupaten Gianyar,51,Bali,616,17861,19143,33368,706,226,175,77.4
510403,Gianyar,5104,Kabupaten Gianyar,51,Bali,838,23783,17845,35354,660,302,199,65.9
510404,Tampaksiring,5104,Kabupaten Gianyar,51,Bali,331,15019,13719,23332,488,171,141,82.5
510405,Ubud,5104,Kabupaten Gianyar,51,Bali,185,10300,8648,7469,84,230,87,37.8
510406,Tegallalang,5104,Kabupaten Gianyar,51,Bali,152,10356,9074,9739,123,170,87,51.2
510407,Payangan,5104,Kabupaten Gianyar,51,Bali,161,10016,15004,20354,466,153,114,74.5
510501,Nusa Penida,5105,Kabupaten Klungkung,51,Bali,404,21191,10926,18267,377,198,154,77.8
510502,Banjarangkan,5105,Kabupaten Klungkung,51,Bali,257,9191,5923,10639,457,137,72,52.6
510503,Klungkung,5105,Kabupaten Klungkung,51,Bali,687,9143,6298,13249,459,184,78,42.4
510504,Dawan,5105,Kabupaten Klungkung,51,Bali,446,9189,6460,9307,413,130,78,60.0
510601,Susut,5106,Kabupaten Bangli,51,Bali,286,8696,9498,17052,713,157,91,58.0
510602,Bangli,5106,Kabupaten Bangli,51,Bali,534,13481,13360,23187,660,169,129,76.3
510603,Tembuku,5106,Kabupaten Bangli,51,Bali,293,7289,7302,12290,463,133,72,54.1
510604,Kintamani,5106,Kabupaten Bangli,51,Bali,415,15486,15045,25502,687,343,152,44.3
