id,kodam,kodam_address,kodam_lat,kodam_lng,korem,korem_address,korem_lat,korem_lng,kodim,kodim_address,kodim_lat,kodim_lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
145,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0801/Pacitan,"Makodim Kodim 0801/Pacitan, Pacitan",-8.2051166,111.0919566,Pacitan,Kabupaten Pacitan,-8.2051166,111.0919566
146,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0802/Ponorogo,"Makodim Kodim 0802/Ponorogo, Ponorogo",-7.874518,111.4744185,Ponorogo,Kabupaten Ponorogo,-7.874518,111.4744185
147,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0803/Madiun,"Makodim Kodim 0803/Madiun, Madiun",-7.6213131,111.5208929,Manguharjo,Kota Madiun,-7.6213131,111.5208929
148,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0804/Magetan,"Makodim Kodim 0804/Magetan, Magetan",-7.6541133,111.3298578,Magetan,Kabupaten Magetan,-7.6541133,111.3298578
149,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0805/Ngawi,"Makodim Kodim 0805/Ngawi, Ngawi",-7.404105,111.4461155,Ngawi,Kabupaten Ngawi,-7.404105,111.4461155
150,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0806/Trenggalek,"Makodim Kodim 0806/Trenggalek, Trenggalek",-8.0560391,111.6895627,Trenggalek,Kabupaten Trenggalek,-8.0560391,111.6895627
151,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0807/Tulungagung,"Makodim Kodim 0807/Tulungagung, Tulungagung",-8.0636048,111.9022405,Tulungagung,Kabupaten Tulungagung,-8.0636048,111.9022405
152,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0808/Blitar,"Makodim Kodim 0808/Blitar, Blitar",-8.0995116,112.1696843,Kepanjenkidul,Kota Blitar,-8.0995116,112.1696843
153,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 081/Dhirotsaha Jaya,"Markas Korem 081/Dhirotsaha Jaya, Madiun",-7.6229061,111.5199134,Kodim 0810/Nganjuk,"Makodim Kodim 0810/Nganjuk, Nganjuk",-7.5989206,111.9016529,Nganjuk,Kabupaten Nganjuk,-7.5989206,111.9016529
154,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0809/Kediri,"Makodim Kodim 0809/Kediri, Kediri",-7.8142321,112.0310833,Kota,Kota Kediri,-7.8142321,112.0310833
155,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0811/Tuban,"Makodim Kodim 0811/Tuban, Tuban",-6.9001173,112.0470507,Tuban,Kabupaten Tuban,-6.9001173,112.0470507
156,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0812/Lamongan,"Makodim Kodim 0812/Lamongan, Lamongan",-7.114361,112.428094,Deket,Kabupaten Lamongan,-7.114361,112.428094
157,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0813/Bojonegoro,"Makodim Kodim 0813/Bojonegoro, Bojonegoro",-7.1693022,111.8685759,Bojonegoro,Kabupaten Bojonegoro,-7.1693022,111.8685759
158,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0814/Jombang,"Makodim Kodim 0814/Jombang, Jombang",-7.540459,112.2373785,Jombang,Kabupaten Jombang,-7.540459,112.2373785
159,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 082/Citra Panca Yudha Jaya,"Markas Korem 082/Citra Panca Yudha Jaya, Mojokerto",-7.4619865,112.4316736,Kodim 0815/Mojokerto,"Makodim Kodim 0815/Mojokerto, Mojokerto",-7.4621236,112.4321037,Magersari,Kota Mojokerto,-7.4621236,112.4321037
160,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0818/Kepanjen,"Makodim Kodim 0818/Kepanjen, Kepanjen",-8.1433549,112.568931,Kepanjen,Kabupaten Malang,-8.1433549,112.568931
161,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0819/Pasuruan,"Makodim Kodim 0819/Pasuruan, Pasuruan",-7.643877,112.9117908,Bugul Kidul,Kota Pasuruan,-7.643877,112.9117908
162,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0820/Probolinggo,"Makodim Kodim 0820/Probolinggo, Probolinggo",-7.7543046,113.2149457,Kanigaran,Kota Probolinggo,-7.7543046,113.2149457
163,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0821/Lumajang,"Makodim Kodim 0821/Lumajang, Lumajang",-8.1336639,113.2243969,Lumajang,Kabupaten Lumajang,-8.1336639,113.2243969
164,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0822/Bondowoso,"Makodim Kodim 0822/Bondowoso, Bondowoso",-7.8553748,113.93212,Tapen,Kabupaten Bondowoso,-7.8553748,113.93212
165,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0823/Situbondo,"Makodim Kodim 0823/Situbondo, Situbondo",-7.7076318,114.000848,Situbondo,Kabupaten Situbondo,-7.7076318,114.000848
166,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0824/Jember,"Makodim Kodim 0824/Jember, Jember",-8.165309,113.7056761,Patrang,Kabupaten Jember,-8.165309,113.7056761
167,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0825/Banyuwangi,"Makodim Kodim 0825/Banyuwangi, Banyuwangi",-8.2113802,114.3780247,Banyuwangi,Kabupaten Banyuwangi,-8.2113802,114.3780247
168,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 083/Baladhika Jaya,"Markas Korem 083/Baladhika Jaya, Malang",-7.9776573,112.6259629,Kodim 0833/Malang,"Makodim Kodim 0833/Malang, Malang",-7.976801,112.631544,Klojen,Kota Malang,-7.976801,112.631544
169,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0816/Sidoarjo,"Makodim Kodim 0816/Sidoarjo, Sidoarjo",-7.44134,112.7363206,Sidoarjo,Kabupaten Sidoarjo,-7.44134,112.7363206
170,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0817/Gresik,"Makodim Kodim 0817/Gresik, Gresik",-7.1667248,112.6407211,Gresik,Kabupaten Gresik,-7.1667248,112.6407211
171,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0826/Pamekasan,"Makodim Kodim 0826/Pamekasan, Pamekasan",-7.154954,113.4914869,Pademawu,Kabupaten Pamekasan,-7.154954,113.4914869
172,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0827/Sumenep,"Makodim Kodim 0827/Sumenep, Sumenep",-7.0092587,113.8599474,Kota Sumenep,Kabupaten Sumenep,-7.0092587,113.8599474
173,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0828/Sampang,"Makodim Kodim 0828/Sampang, Sampang",-7.2122423,113.2655514,Sampang,Kabupaten Sampang,-7.2122423,113.2655514
174,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0829/Bangkalan,"Makodim Kodim 0829/Bangkalan, Bangkalan",-7.0309216,112.749192,Bangkalan,Kabupaten Bangkalan,-7.0309216,112.749192
175,Kodam V/Brawijaya,"Jl. Raden Wijaya No. 1, Surabaya",-7.2991656,112.7227758,Korem 084/Bhaskara Jaya,"Markas Korem 084/Bhaskara Jaya, Surabaya",-7.3453683,112.7301376,Kodim 0830/Surabaya,"Makodim Kodim 0830/Surabaya, Surabaya",-7.2329535,112.724866,Krembangan,Kota Surabaya,-7.2329535,112.724866
176,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Berdiri Sendiri,,,,Kodim 0905/Balikpapan,"Makodim Kodim 0905/Balikpapan, Balikpapan",-1.2780184,116.8244193,Balikpapan Kota,Kota Balikpapan,-1.2780184,116.8244193
177,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0901/Samarinda,"Makodim Kodim 0901/Samarinda, Samarinda",-0.502355,117.142742,Samarinda Kota,Kota Samarinda,-0.502355,117.142742
178,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0902/Berau,"Makodim Kodim 0902/Berau, Berau",2.1513389,117.4856037,Tanjung Redeb,Kabupaten Berau,2.1513389,117.4856037
179,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0904/Tanah Grogot,"Makodim Kodim 0904/Tanah Grogot, Tanah Grogot",-1.9109357,116.1931245,Batu Sopang,Kabupaten Paser,-1.9109357,116.1931245
180,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0906/Tenggarong,"Makodim Kodim 0906/Tenggarong, Tenggarong",-0.4301167,116.9948392,Tenggarong,Kabupaten Kutai Kartanegara,-0.4301167,116.9948392
181,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0908/Bontang,"Makodim Kodim 0908/Bontang, Bontang",0.1399646,117.4907313,Bontang Utara,Kota Bontang,0.1399646,117.4907313
182,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0909/Sangatta,"Makodim Kodim 0909/Sangatta, Sangatta",0.5291015,117.6094865,Long Mesangat,Kabupaten Kutai Timur,0.5291015,117.6094865
183,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0912/Sendawar,"Makodim Kodim 0912/Sendawar, Sendawar",-0.2271513,115.6966549,Barong Tongkok,Kabupaten Kutai Barat,-0.2271513,115.6966549
184,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0913/Penajam Paser Utara,"Makodim Kodim 0913/Penajam Paser Utara, Penajam Paser Utara",-1.3077287,116.7309385,Penajam,Kabupaten Penajam Paser Utara,-1.3077287,116.7309385
185,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 091/Aji Surya Natakesuma,"Markas Korem 091/Aji Surya Natakesuma, Samarinda",-0.501389,117.142,Kodim 0915/Mahakam Ulu,"Makodim Kodim 0915/Mahakam Ulu, Mahakam Ulu",0.5240536,115.24,Long Bagun,Kabupaten Mahakam Ulu,0.5240536,115.24
186,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 092/Maharajalila,"Markas Korem 092/Maharajalila, Tanjung Selor",2.8456172,117.3616108,Kodim 0903/Tanjung Selor,"Makodim Kodim 0903/Tanjung Selor, Tanjung Selor",2.8424821,117.3726545,Tanjung Selor,Kabupaten Bulungan,2.8424821,117.3726545
187,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 092/Maharajalila,"Markas Korem 092/Maharajalila, Tanjung Selor",2.8456172,117.3616108,Kodim 0907/Tarakan,"Makodim Kodim 0907/Tarakan, Tarakan",3.3132686,117.6074063,Tarakan Barat,Kota Tarakan,3.3132686,117.6074063
188,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 092/Maharajalila,"Markas Korem 092/Maharajalila, Tanjung Selor",2.8456172,117.3616108,Kodim 0910/Malinau,"Makodim Kodim 0910/Malinau, Malinau",3.5520875,116.6246719,Malinau Kota,Kabupaten Malinau,3.5520875,116.6246719
189,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 092/Maharajalila,"Markas Korem 092/Maharajalila, Tanjung Selor",2.8456172,117.3616108,Kodim 0911/Nunukan,"Makodim Kodim 0911/Nunukan, Nunukan",4.1011929,117.630596,Nunukan,Kabupaten Nunukan,4.1011929,117.630596
190,Kodam VI/Mulawarman,"Markas Kodam VI/Mulawarman, Balikpapan",-1.2785356,116.8220391,Korem 092/Maharajalila,"Markas Korem 092/Maharajalila, Tanjung Selor",2.8456172,117.3616108,Kodim 0914/Tana Tidung,"Makodim Kodim 0914/Tana Tidung, Tana Tidung",3.583144,116.945682,Sesayap,Kabupaten Tana Tidung,3.583144,116.945682
191,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Berdiri Sendiri,,,,Kodim 1207/Pontianak,"Makodim Kodim 1207/Pontianak, Pontianak",-0.0342837,109.3341236,Pontianak Selatan,Kota Pontianak,-0.0342837,109.3341236
192,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1201/Mempawah,"Makodim Kodim 1201/Mempawah, Mempawah",0.3596963,108.9592632,Mempawah Hilir,Kabupaten Mempawah,0.3596963,108.9592632
193,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1202/Singkawang,"Makodim Kodim 1202/Singkawang, Singkawang",0.8946958,108.9686926,Singkawang Barat,Kota Singkawang,0.8946958,108.9686926
194,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1203/Ketapang,"Makodim Kodim 1203/Ketapang, Ketapang",-1.8358571,109.978702,Delta Pawan,Kabupaten Ketapang,-1.8358571,109.978702
195,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1204/Sanggau,"Makodim Kodim 1204/Sanggau, Sanggau",0.1223239,110.6097544,Kapuas,Kabupaten Sanggau,0.1223239,110.6097544
196,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1205/Sintang,"Makodim Kodim 1205/Sintang, Sintang",0.0771551,111.4915853,Sintang,Kabupaten Sintang,0.0771551,111.4915853
197,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1206/Putussibau,"Makodim Kodim 1206/Putussibau, Putussibau",0.8583426,112.9255926,Putussibau Utara,Kabupaten Kapuas Hulu,0.8583426,112.9255926
198,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1208/Sambas,"Makodim Kodim 1208/Sambas, Sambas",1.358179,109.2959283,Sambas,Kabupaten Sambas,1.358179,109.2959283
199,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1209/Bengkayang,"Makodim Kodim 1209/Bengkayang, Bengkayang",0.8876007,109.4997719,Bengkayang,Kabupaten Bengkayang,0.8876007,109.4997719
200,Kodam XII/Tanjungpura,"Markas Kodam XII/Tanjungpura, Kubu Raya/Pontianak",-0.0752178,109.3711878,Korem 121/Alambhana Wanawai,"Markas Korem 121/Alambhana Wanawai, Sintang",0.08071,111.5059599,Kodim 1210/Landak,"Makodim Kodim 1210/Landak, Landak",0.3889954,109.8548554,Ngabang,Kabupaten Landak,0.3889954,109.8548554
201,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1301/Sangihe,"Makodim Kodim 1301/Sangihe, Sangihe",3.6104771,125.4760615,Tahuna,Kabupaten Kepulauan Sangihe,3.6104771,125.4760615
202,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1302/Minahasa,"Makodim Kodim 1302/Minahasa, Minahasa",1.3152135,124.9115394,Tondano Selatan,Kabupaten Minahasa,1.3152135,124.9115394
203,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1303/Kotamobagu,"Makodim Kodim 1303/Kotamobagu, Kotamobagu",0.7427063,124.3141524,Kotamobagu Barat,Kota Kotamobagu,0.7427063,124.3141524
204,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1309/Kota Manado,"Makodim Kodim 1309/Kota Manado, Kota Manado",1.4482969,124.8389065,Malalayang,Kota Manado,1.4482969,124.8389065
205,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1310/Bitung,"Makodim Kodim 1310/Bitung, Bitung",1.4435005,125.1660876,Madidir,Kota Bitung,1.4435005,125.1660876
206,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 131/Santiago,"Markas Korem 131/Santiago, Manado",1.4871226,124.8384475,Kodim 1312/Talaud,"Makodim Kodim 1312/Talaud, Talaud",4.0093269,126.6853371,Likupang Barat,Kabupaten Minahasa Utara,4.0093269,126.6853371
207,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 133/Nani Wartabone,"Markas Korem 133/Nani Wartabone, Gorontalo/Limboto",0.6444481,122.8288131,Kodim 1304/Kota Gorontalo,"Makodim Kodim 1304/Kota Gorontalo, Kota Gorontalo",0.5359739,123.0601518,Kota Selatan,Kota Gorontalo,0.5359739,123.0601518
208,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 133/Nani Wartabone,"Markas Korem 133/Nani Wartabone, Gorontalo/Limboto",0.6444481,122.8288131,Kodim 1313/Pohuwato,"Makodim Kodim 1313/Pohuwato, Pohuwato",0.456023,121.950158,Marisa,Kabupaten Pohuwato,0.456023,121.950158
209,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 133/Nani Wartabone,"Markas Korem 133/Nani Wartabone, Gorontalo/Limboto",0.6444481,122.8288131,Kodim 1314/Gorontalo Utara,"Makodim Kodim 1314/Gorontalo Utara, Gorontalo Utara",0.8017062,122.8688016,Kwandang,Kabupaten Gorontalo Utara,0.8017062,122.8688016
210,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 133/Nani Wartabone,"Markas Korem 133/Nani Wartabone, Gorontalo/Limboto",0.6444481,122.8288131,Kodim 1315/Kabupaten Gorontalo,"Makodim Kodim 1315/Kabupaten Gorontalo, Kabupaten Gorontalo",0.5820304,122.9217697,Tabongo,Kabupaten Gorontalo,0.5820304,122.9217697
211,Kodam XIII/Merdeka,"Markas Kodam XIII/Merdeka, Manado",1.4676785,124.8483621,Korem 133/Nani Wartabone,"Markas Korem 133/Nani Wartabone, Gorontalo/Limboto",0.6444481,122.8288131,Kodim 1316/Boalemo,"Makodim Kodim 1316/Boalemo, Boalemo",0.5546155,122.3699103,Tilamuta,Kabupaten Boalemo,0.5546155,122.3699103
212,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Berdiri Sendiri,,,,Kodim 1408/Makassar,"Makodim Kodim 1408/Makassar, Makassar",-5.152059,119.419342,Mamajang,Kota Makassar,-5.152059,119.419342
213,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1403/Palopo,"Makodim Kodim 1403/Palopo, Palopo",-2.995626,120.1941834,Wara,Kota Palopo,-2.995626,120.1941834
214,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1404/Pinrang,"Makodim Kodim 1404/Pinrang, Pinrang",-3.7906211,119.6586885,Patampanua,Kabupaten Pinrang,-3.7906211,119.6586885
215,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1405/Pare-pare,"Makodim Kodim 1405/Pare-pare, Pare-pare",-4.0008185,119.6471184,Soreang,Kota Parepare,-4.0008185,119.6471184
216,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1406/Sengkang,"Makodim Kodim 1406/Sengkang, Sengkang",-4.1219792,120.0349691,Tempe,Kabupaten Wajo,-4.1219792,120.0349691
